,Region,LAD code,Region name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
298,East Midlands,E07000033,Bolsover,8090.0,8395.0,9010.0,9319.0,10008.0,10114.0,10357.0,10658.0,10985.0,11485.0,12136.0,12108.0,12414.0,12492.0,12782.0,13269.0,13550.0,13848.0,14691.0,14579.0,15057.0,16001.0,16062.0
299,East Midlands,E07000034,Chesterfield,8108.0,8379.0,9004.0,9411.0,10215.0,10513.0,10678.0,11091.0,11394.0,11934.0,12575.0,12508.0,12720.0,12842.0,13116.0,13674.0,13977.0,14274.0,15205.0,15026.0,15646.0,16444.0,16802.0
300,East Midlands,E07000038,North East Derbyshire,9500.0,9852.0,10449.0,10929.0,11663.0,12136.0,12369.0,12704.0,13242.0,13837.0,14626.0,14630.0,14623.0,14567.0,14952.0,15413.0,15767.0,16239.0,17409.0,17083.0,17487.0,18334.0,19094.0
301,East Midlands,E07000032,Amber Valley,8740.0,9022.0,9508.0,10020.0,10402.0,10755.0,11564.0,12130.0,12505.0,12963.0,13717.0,14000.0,14248.0,14367.0,14932.0,15503.0,16170.0,16435.0,17718.0,17685.0,17826.0,18535.0,18983.0
302,East Midlands,E07000035,Derbyshire Dales,13481.0,13857.0,14226.0,15126.0,15832.0,16384.0,17264.0,18298.0,19408.0,20026.0,21113.0,21418.0,20759.0,21041.0,21577.0,21974.0,23227.0,23848.0,25547.0,25443.0,25430.0,25311.0,25635.0
303,East Midlands,E07000036,Erewash,7861.0,8032.0,8637.0,8950.0,9312.0,9727.0,10581.0,11117.0,11534.0,11995.0,12597.0,12824.0,13278.0,13361.0,14040.0,14564.0,15245.0,15385.0,16412.0,16448.0,16717.0,17503.0,18301.0
304,East Midlands,E07000037,High Peak,9342.0,9584.0,10006.0,10568.0,11029.0,11453.0,12236.0,12878.0,13334.0,13769.0,14521.0,14909.0,14998.0,15012.0,15776.0,16267.0,16970.0,17303.0,18593.0,18569.0,18809.0,19767.0,19824.0
305,East Midlands,E07000039,South Derbyshire,10398.0,10557.0,11454.0,11936.0,12148.0,12511.0,13357.0,13725.0,14165.0,14495.0,15113.0,15315.0,15484.0,15503.0,16100.0,16694.0,17310.0,17583.0,18683.0,18632.0,18811.0,19617.0,20154.0
306,East Midlands,E06000018,Nottingham,8308.0,8534.0,8991.0,9388.0,9557.0,9760.0,9834.0,9725.0,9936.0,10128.0,10589.0,10804.0,10804.0,10809.0,10874.0,11180.0,11777.0,12081.0,12590.0,12658.0,12723.0,13021.0,13381.0
307,East Midlands,E07000170,Ashfield,8183.0,8550.0,9062.0,9548.0,9875.0,10169.0,10533.0,11060.0,11273.0,11572.0,12327.0,12626.0,13107.0,13110.0,13262.0,13681.0,13932.0,14403.0,15157.0,15223.0,15649.0,16370.0,16845.0
308,East Midlands,E07000171,Bassetlaw,9324.0,9637.0,10080.0,10710.0,10988.0,11423.0,11667.0,12427.0,12793.0,13025.0,13971.0,14296.0,14557.0,14457.0,14611.0,14966.0,15290.0,15832.0,16914.0,16854.0,17202.0,18130.0,18596.0
309,East Midlands,E07000174,Mansfield,8268.0,8653.0,9062.0,9611.0,10146.0,10492.0,10864.0,11493.0,11788.0,12004.0,12809.0,13083.0,13546.0,13495.0,13594.0,13999.0,14320.0,14812.0,15679.0,15627.0,16064.0,16834.0,17448.0
310,East Midlands,E07000175,Newark and Sherwood,10380.0,10873.0,11199.0,12041.0,12410.0,12970.0,13312.0,13926.0,14186.0,14374.0,15418.0,15798.0,15867.0,15726.0,15849.0,16219.0,16542.0,17111.0,18206.0,18079.0,18370.0,19265.0,20004.0
311,East Midlands,E07000172,Broxtowe,9654.0,9976.0,10513.0,10703.0,11425.0,11772.0,12356.0,12787.0,13109.0,13612.0,14486.0,14917.0,15311.0,15188.0,15358.0,16081.0,16613.0,17057.0,17587.0,17601.0,17887.0,18261.0,18570.0
312,East Midlands,E07000173,Gedling,9981.0,10214.0,10659.0,10946.0,11574.0,12002.0,12493.0,12960.0,13292.0,13876.0,14758.0,15152.0,15546.0,15459.0,15546.0,16273.0,16765.0,17295.0,17825.0,17746.0,18129.0,18717.0,19250.0
313,East Midlands,E07000176,Rushcliffe,13587.0,13866.0,14461.0,15022.0,15505.0,15800.0,16207.0,16787.0,17211.0,17664.0,18955.0,19434.0,19248.0,19152.0,19201.0,20158.0,20653.0,21288.0,22059.0,22083.0,22354.0,22745.0,23384.0
314,East Midlands,E06000016,Leicester,8375.0,8164.0,8636.0,9173.0,9472.0,9734.0,9917.0,10161.0,10130.0,10320.0,10816.0,10690.0,10944.0,11217.0,11308.0,11722.0,11977.0,12231.0,12706.0,12918.0,13210.0,13512.0,13802.0
315,East Midlands,E06000017,Rutland,14251.0,14621.0,14535.0,15418.0,15436.0,15677.0,16149.0,16941.0,17352.0,17889.0,18675.0,19067.0,18584.0,18785.0,19228.0,19991.0,20064.0,20757.0,22171.0,21776.0,22076.0,23381.0,24707.0
316,East Midlands,E07000129,Blaby,10001.0,10049.0,10591.0,10906.0,11288.0,11549.0,12200.0,12636.0,13035.0,13387.0,14053.0,14081.0,14765.0,14890.0,15389.0,15906.0,16303.0,16628.0,17343.0,17424.0,18222.0,18842.0,19145.0
317,East Midlands,E07000130,Charnwood,10146.0,10313.0,10694.0,11164.0,11586.0,12054.0,12683.0,13208.0,13591.0,13866.0,14589.0,14673.0,15013.0,15120.0,15469.0,15892.0,16155.0,16439.0,17150.0,17013.0,17665.0,18196.0,18275.0
318,East Midlands,E07000131,Harborough,15052.0,15257.0,15787.0,16620.0,16586.0,16912.0,17484.0,18011.0,18791.0,19091.0,20125.0,20193.0,19786.0,19998.0,20248.0,20659.0,20948.0,21923.0,23064.0,22783.0,23303.0,24369.0,24246.0
319,East Midlands,E07000132,Hinckley and Bosworth,10540.0,10699.0,11174.0,11690.0,12188.0,12507.0,13077.0,13536.0,14089.0,14451.0,15204.0,15327.0,15831.0,15941.0,16324.0,16777.0,17175.0,17593.0,18396.0,18197.0,19043.0,19463.0,19841.0
320,East Midlands,E07000133,Melton,11501.0,11745.0,12068.0,12565.0,12792.0,13352.0,13793.0,14411.0,14903.0,15376.0,16167.0,16239.0,16507.0,16557.0,16965.0,17491.0,17788.0,18379.0,19381.0,19495.0,20180.0,21058.0,21473.0
321,East Midlands,E07000134,North West Leicestershire,10799.0,10948.0,11448.0,11945.0,12291.0,12591.0,13140.0,13606.0,13976.0,14295.0,15012.0,15117.0,15376.0,15661.0,16018.0,16466.0,17010.0,17341.0,18072.0,17923.0,18650.0,19380.0,19644.0
322,East Midlands,E07000135,Oadby and Wigston,9438.0,9731.0,10023.0,10348.0,10652.0,11015.0,11647.0,12075.0,12548.0,12819.0,13581.0,13736.0,14320.0,14660.0,14946.0,15370.0,15670.0,16193.0,17104.0,17157.0,17708.0,18195.0,18629.0
323,East Midlands,E06000062,West Northamptonshire,10928.0,11019.0,11468.0,12346.0,12713.0,12838.0,13196.0,13650.0,14247.0,14853.0,16022.0,16067.0,15938.0,16072.0,17103.0,17832.0,18287.0,18874.0,20011.0,20146.0,20683.0,21748.0,22227.0
324,East Midlands,E06000061,North Northamptonshire,10253.0,10389.0,10771.0,11413.0,11731.0,11909.0,12413.0,12902.0,13557.0,14131.0,15132.0,15397.0,15415.0,15369.0,15745.0,16375.0,16952.0,17439.0,18513.0,18427.0,18767.0,19190.0,19666.0
325,East Midlands,E07000136,Boston,9427.0,9605.0,10122.0,10506.0,11042.0,11439.0,11883.0,12263.0,12722.0,12865.0,13472.0,13631.0,14052.0,14214.0,14727.0,15276.0,15449.0,15760.0,16324.0,16308.0,16778.0,17611.0,17826.0
326,East Midlands,E07000137,East Lindsey,8958.0,9174.0,9402.0,9718.0,9944.0,10135.0,10601.0,11089.0,11580.0,11881.0,12583.0,12942.0,13239.0,13579.0,14021.0,14428.0,14743.0,15210.0,15756.0,15764.0,16111.0,16640.0,17178.0
327,East Midlands,E07000138,Lincoln,8289.0,8528.0,8883.0,9222.0,9607.0,10170.0,10594.0,10886.0,11329.0,11650.0,12324.0,12598.0,13360.0,13497.0,13946.0,14399.0,14604.0,14899.0,15407.0,15518.0,15936.0,16402.0,16874.0
328,East Midlands,E07000139,North Kesteven,11563.0,11793.0,11998.0,12424.0,12699.0,12846.0,13355.0,13766.0,14413.0,14619.0,15459.0,15810.0,15873.0,16109.0,16501.0,16956.0,17277.0,17777.0,18411.0,18392.0,18745.0,19512.0,19912.0
329,East Midlands,E07000140,South Holland,10514.0,10689.0,11139.0,11792.0,12094.0,12314.0,12738.0,12987.0,13544.0,13726.0,14459.0,14633.0,14865.0,15144.0,15515.0,16114.0,16398.0,16783.0,17328.0,17346.0,17805.0,18403.0,18459.0
330,East Midlands,E07000141,South Kesteven,10873.0,11089.0,11573.0,12135.0,12555.0,12830.0,13437.0,14015.0,14688.0,14884.0,15864.0,16346.0,16381.0,16727.0,17096.0,17559.0,17840.0,18372.0,19006.0,19018.0,19497.0,20407.0,21522.0
331,East Midlands,E07000142,West Lindsey,10698.0,10899.0,11189.0,11694.0,11902.0,12129.0,12571.0,13231.0,13740.0,13956.0,14779.0,15156.0,15336.0,15651.0,16076.0,16327.0,16754.0,17238.0,17663.0,17633.0,18095.0,18688.0,18709.0
334,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",7417.0,7669.0,8210.0,8984.0,9444.0,9728.0,9761.0,9942.0,10201.0,10276.0,10651.0,10951.0,11428.0,11539.0,11920.0,12244.0,12406.0,12832.0,13237.0,13441.0,13791.0,14436.0,14908.0
335,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,10728.0,10864.0,11782.0,12087.0,12027.0,12526.0,13014.0,13635.0,14205.0,14795.0,15214.0,15406.0,15803.0,16036.0,16424.0,16747.0,16983.0,17356.0,18492.0,18537.0,19081.0,20085.0,20516.0
336,Yorkshire and The Humber,E06000012,North East Lincolnshire,8708.0,8966.0,9291.0,9593.0,9938.0,10206.0,10589.0,11003.0,11262.0,11747.0,12528.0,12573.0,12775.0,12929.0,13493.0,13849.0,13956.0,14272.0,14810.0,15092.0,15583.0,16330.0,16569.0
337,Yorkshire and The Humber,E06000013,North Lincolnshire,9842.0,10147.0,10423.0,10855.0,11235.0,11529.0,12000.0,12353.0,12593.0,12899.0,13579.0,13570.0,13545.0,13624.0,14178.0,14544.0,14701.0,14955.0,15516.0,15700.0,16219.0,16804.0,17218.0
338,Yorkshire and The Humber,E06000014,York,10502.0,11136.0,11972.0,12396.0,12887.0,13453.0,13407.0,13090.0,13393.0,14066.0,14894.0,14975.0,15498.0,15636.0,15835.0,16540.0,16865.0,17504.0,18290.0,18314.0,18744.0,19765.0,20216.0
339,Yorkshire and The Humber,E07000163,Craven,11406.0,12008.0,12101.0,12273.0,12607.0,13391.0,13749.0,14120.0,14968.0,15977.0,16391.0,16824.0,17709.0,17692.0,18103.0,18865.0,19123.0,19315.0,20542.0,20524.0,21074.0,21855.0,22181.0
340,Yorkshire and The Humber,E07000164,Hambleton,12387.0,13020.0,13185.0,13365.0,14086.0,14549.0,14908.0,15601.0,16462.0,17338.0,17835.0,18297.0,18782.0,18741.0,19157.0,19891.0,20252.0,20580.0,21849.0,21873.0,22384.0,23005.0,23487.0
341,Yorkshire and The Humber,E07000165,Harrogate,13555.0,14483.0,14654.0,14923.0,15169.0,16028.0,16448.0,16863.0,17869.0,18785.0,19667.0,20125.0,20418.0,20368.0,20684.0,21328.0,21854.0,22199.0,23852.0,23931.0,24481.0,26009.0,26868.0
342,Yorkshire and The Humber,E07000166,Richmondshire,11301.0,11640.0,12062.0,11953.0,12092.0,12544.0,12811.0,13315.0,13839.0,14648.0,15032.0,15320.0,16176.0,16192.0,16351.0,16976.0,17351.0,17674.0,18880.0,18619.0,19133.0,20534.0,21033.0
343,Yorkshire and The Humber,E07000167,Ryedale,11827.0,12222.0,12435.0,12663.0,12955.0,13583.0,14014.0,14482.0,15322.0,16282.0,16839.0,17292.0,17794.0,17887.0,18386.0,18967.0,19379.0,19462.0,20684.0,20716.0,21034.0,21852.0,22044.0
344,Yorkshire and The Humber,E07000168,Scarborough,9025.0,9545.0,9709.0,9859.0,10257.0,10611.0,10937.0,11495.0,12159.0,12931.0,13313.0,13683.0,14596.0,14530.0,15048.0,15661.0,15970.0,16114.0,17111.0,17183.0,17698.0,18609.0,19116.0
345,Yorkshire and The Humber,E07000169,Selby,11095.0,11608.0,11929.0,11997.0,12473.0,13077.0,13587.0,13896.0,14776.0,15578.0,15825.0,16021.0,17150.0,16746.0,17215.0,17936.0,18272.0,18208.0,19281.0,19444.0,20015.0,21125.0,21994.0
346,Yorkshire and The Humber,E08000016,Barnsley,8849.0,9029.0,9580.0,10191.0,10526.0,10741.0,11135.0,11469.0,11845.0,12201.0,12724.0,12785.0,13079.0,13298.0,13752.0,14190.0,14569.0,15075.0,15534.0,15594.0,16105.0,16684.0,17093.0
347,Yorkshire and The Humber,E08000017,Doncaster,8706.0,8994.0,9538.0,10140.0,10434.0,10686.0,11087.0,11389.0,11729.0,12059.0,12568.0,12652.0,12892.0,13163.0,13562.0,14045.0,14478.0,15036.0,15588.0,15666.0,16110.0,16701.0,17001.0
348,Yorkshire and The Humber,E08000018,Rotherham,8684.0,8853.0,9435.0,10081.0,10416.0,10664.0,10999.0,11204.0,11626.0,12036.0,12590.0,12665.0,13002.0,13292.0,13674.0,14208.0,14707.0,15147.0,15722.0,15809.0,16264.0,16798.0,16985.0
349,Yorkshire and The Humber,E08000019,Sheffield,9325.0,9469.0,9974.0,10462.0,11001.0,11304.0,11527.0,12120.0,12175.0,12356.0,12657.0,12968.0,13403.0,13325.0,13401.0,13753.0,14006.0,14531.0,15018.0,14961.0,15131.0,15791.0,16131.0
350,Yorkshire and The Humber,E08000032,Bradford,9301.0,9424.0,9913.0,10558.0,10474.0,10692.0,10831.0,11274.0,11378.0,11615.0,12065.0,12236.0,12447.0,12431.0,12584.0,12950.0,13423.0,13833.0,14491.0,14474.0,14664.0,15020.0,15308.0
351,Yorkshire and The Humber,E08000035,Leeds,10159.0,10324.0,10812.0,11629.0,11923.0,12199.0,12479.0,12663.0,12935.0,13331.0,14024.0,14277.0,14495.0,14664.0,15033.0,15329.0,15790.0,16109.0,16857.0,16980.0,17328.0,18195.0,18634.0
352,Yorkshire and The Humber,E08000033,Calderdale,9719.0,9960.0,10385.0,11013.0,11282.0,11520.0,11951.0,12470.0,12880.0,13208.0,13836.0,13948.0,14066.0,14271.0,14501.0,14992.0,15491.0,15938.0,16779.0,16644.0,16896.0,17769.0,17882.0
353,Yorkshire and The Humber,E08000034,Kirklees,9385.0,9624.0,10070.0,10676.0,10890.0,11121.0,11525.0,11935.0,12230.0,12564.0,13144.0,13210.0,13477.0,13583.0,13826.0,14326.0,14764.0,15099.0,15869.0,15772.0,16080.0,16743.0,17288.0
354,Yorkshire and The Humber,E08000036,Wakefield,9317.0,9571.0,9987.0,10625.0,10902.0,11286.0,11738.0,12219.0,12623.0,12992.0,13685.0,13704.0,13911.0,14160.0,14150.0,14574.0,14987.0,15313.0,16093.0,16223.0,16770.0,17260.0,17329.0
357,North West,E07000026,Allerdale,9790.0,10154.0,10465.0,11286.0,11826.0,11668.0,12209.0,12834.0,13301.0,13817.0,14687.0,14874.0,15144.0,15614.0,15757.0,16643.0,16906.0,17316.0,18084.0,18129.0,18448.0,18661.0,18968.0
358,North West,E07000027,Barrow-in-Furness,7929.0,8296.0,8466.0,9025.0,9544.0,9740.0,10091.0,10572.0,10856.0,11482.0,12286.0,12571.0,13229.0,13608.0,13911.0,14786.0,15120.0,15493.0,16348.0,16606.0,16926.0,17451.0,17990.0
359,North West,E07000029,Copeland,9080.0,9433.0,9770.0,10444.0,10966.0,10976.0,11411.0,12080.0,12311.0,12876.0,13733.0,13965.0,14455.0,14942.0,15193.0,16018.0,16338.0,16750.0,17695.0,17891.0,18224.0,18716.0,18788.0
360,North West,E07000028,Carlisle,8962.0,9304.0,9767.0,9954.0,10676.0,10987.0,11532.0,11774.0,12270.0,12738.0,12877.0,13017.0,14359.0,14743.0,14804.0,15463.0,16282.0,16530.0,17193.0,17234.0,17698.0,18311.0,19110.0
361,North West,E07000030,Eden,11395.0,11819.0,12041.0,12229.0,12873.0,13403.0,14093.0,14750.0,15333.0,15768.0,16082.0,16380.0,16937.0,17477.0,17467.0,17988.0,18777.0,19244.0,20174.0,20109.0,20380.0,21782.0,22097.0
362,North West,E07000031,South Lakeland,12595.0,13062.0,13389.0,13759.0,14757.0,15245.0,15909.0,16578.0,17206.0,17672.0,18427.0,18916.0,19115.0,19783.0,19780.0,20635.0,21120.0,21860.0,22817.0,22807.0,23108.0,23443.0,23990.0
363,North West,E08000003,Manchester,7153.0,7450.0,8122.0,8553.0,8885.0,9310.0,9381.0,9636.0,10064.0,10355.0,10686.0,10892.0,11363.0,11466.0,11699.0,11996.0,12424.0,12724.0,13444.0,13549.0,14170.0,14930.0,15322.0
364,North West,E08000006,Salford,10009.0,10202.0,10759.0,11284.0,11418.0,11698.0,12043.0,12459.0,12881.0,13244.0,13616.0,13773.0,14236.0,14214.0,14367.0,14809.0,15044.0,15255.0,16364.0,16369.0,16561.0,17377.0,17524.0
365,North West,E08000009,Trafford,13982.0,13981.0,14771.0,15760.0,16068.0,16486.0,16637.0,17093.0,17567.0,17944.0,18612.0,18820.0,18707.0,18790.0,19051.0,19549.0,19939.0,20387.0,22129.0,22175.0,22399.0,23248.0,24060.0
366,North West,E08000007,Stockport,11078.0,11142.0,11889.0,12708.0,12884.0,13277.0,13708.0,13930.0,14401.0,14910.0,15592.0,15864.0,16272.0,16595.0,16911.0,17420.0,17883.0,18572.0,19560.0,20031.0,20299.0,21246.0,21606.0
367,North West,E08000008,Tameside,8308.0,8442.0,9169.0,9614.0,9775.0,10022.0,10323.0,10517.0,11019.0,11479.0,11835.0,11992.0,12759.0,12996.0,13284.0,13777.0,14154.0,14525.0,15273.0,15534.0,15972.0,16603.0,17185.0
368,North West,E08000001,Bolton,9893.0,9928.0,10491.0,11074.0,11315.0,11550.0,11710.0,12210.0,12583.0,12971.0,13494.0,13567.0,13780.0,13937.0,14035.0,14515.0,14837.0,15078.0,15373.0,15280.0,15746.0,16378.0,16533.0
369,North West,E08000010,Wigan,10006.0,10094.0,10672.0,11256.0,11602.0,11807.0,12131.0,12480.0,12776.0,13241.0,13723.0,13827.0,14134.0,14295.0,14488.0,15048.0,15421.0,15616.0,15904.0,15788.0,16391.0,16810.0,17239.0
370,North West,E08000002,Bury,10404.0,10521.0,11078.0,11820.0,12183.0,12495.0,12646.0,13181.0,13601.0,13957.0,14507.0,14718.0,14890.0,14949.0,15089.0,15647.0,16178.0,16758.0,17629.0,17638.0,17802.0,18622.0,19142.0
371,North West,E08000004,Oldham,8457.0,8609.0,9161.0,9621.0,9906.0,10159.0,10319.0,10709.0,11013.0,11521.0,11942.0,12099.0,12469.0,12678.0,12814.0,13368.0,13800.0,14150.0,14652.0,14618.0,14790.0,15261.0,15885.0
372,North West,E08000005,Rochdale,8576.0,8653.0,9286.0,9763.0,10045.0,10249.0,10366.0,10792.0,11096.0,11480.0,11993.0,12073.0,12522.0,12673.0,12877.0,13549.0,14010.0,14373.0,14944.0,14863.0,15006.0,15821.0,16143.0
373,North West,E06000008,Blackburn with Darwen,8451.0,8473.0,8987.0,9097.0,9317.0,9275.0,9631.0,9893.0,10443.0,10760.0,10966.0,10936.0,11139.0,11554.0,11547.0,11717.0,11840.0,12269.0,12662.0,12777.0,13297.0,14077.0,14484.0
374,North West,E06000009,Blackpool,9569.0,9686.0,9862.0,10694.0,10813.0,10956.0,10759.0,10929.0,11123.0,11350.0,11908.0,12185.0,12689.0,12945.0,13425.0,13520.0,13801.0,14197.0,14822.0,15163.0,15572.0,15931.0,16276.0
375,North West,E07000121,Lancaster,8759.0,9001.0,9353.0,10034.0,10476.0,10903.0,11249.0,11679.0,12068.0,12478.0,13046.0,13425.0,14238.0,14337.0,14524.0,14858.0,15307.0,15666.0,16178.0,16268.0,16842.0,17267.0,17433.0
376,North West,E07000128,Wyre,9777.0,9902.0,10318.0,10955.0,11318.0,11701.0,12008.0,12390.0,12891.0,13257.0,13827.0,14191.0,14792.0,14944.0,15212.0,15534.0,15916.0,16316.0,16781.0,16894.0,17483.0,18196.0,18459.0
377,North West,E07000119,Fylde,12160.0,12173.0,12670.0,13766.0,14056.0,14454.0,14937.0,15507.0,16005.0,16622.0,17296.0,17768.0,17842.0,17998.0,17934.0,18316.0,18466.0,19124.0,20247.0,20382.0,20584.0,21185.0,21603.0
378,North West,E07000123,Preston,8880.0,9009.0,9318.0,9800.0,10368.0,10485.0,10720.0,10974.0,11481.0,11815.0,12162.0,12439.0,13547.0,13517.0,13709.0,14193.0,14430.0,14714.0,15441.0,15738.0,16184.0,16972.0,17133.0
379,North West,E07000124,Ribble Valley,14159.0,14349.0,14652.0,15610.0,16035.0,16309.0,16855.0,17576.0,18207.0,18605.0,19590.0,20054.0,19802.0,20026.0,20458.0,20444.0,20716.0,21613.0,22803.0,22952.0,23211.0,23952.0,24493.0
380,North West,E07000126,South Ribble,10583.0,10726.0,11118.0,11711.0,12254.0,12554.0,12929.0,13420.0,13859.0,14276.0,14805.0,15043.0,15729.0,15805.0,16105.0,16446.0,16827.0,17270.0,18136.0,18411.0,18788.0,19153.0,19528.0
381,North West,E07000117,Burnley,7487.0,7617.0,8019.0,8449.0,8765.0,8838.0,9181.0,9497.0,10048.0,10549.0,11176.0,11633.0,12203.0,12314.0,12577.0,12857.0,13240.0,13414.0,13924.0,14276.0,14537.0,14958.0,15409.0
382,North West,E07000120,Hyndburn,7715.0,7797.0,8226.0,8671.0,8999.0,9274.0,9368.0,9916.0,10496.0,10781.0,11337.0,11816.0,12351.0,12481.0,12780.0,13131.0,13576.0,13575.0,14290.0,14641.0,14890.0,15260.0,15704.0
383,North West,E07000122,Pendle,8701.0,8763.0,9082.0,9650.0,9954.0,10152.0,10523.0,10935.0,11573.0,11976.0,12687.0,13166.0,13407.0,13570.0,13740.0,13972.0,14338.0,14618.0,15280.0,15526.0,15702.0,15910.0,15985.0
384,North West,E07000125,Rossendale,9621.0,9835.0,10147.0,10825.0,11172.0,11508.0,11992.0,12576.0,13188.0,13366.0,14035.0,14450.0,14791.0,14848.0,15134.0,15217.0,15784.0,15950.0,16765.0,16952.0,17104.0,17609.0,18078.0
385,North West,E07000118,Chorley,10697.0,10806.0,11197.0,11913.0,12328.0,12727.0,13067.0,13496.0,14043.0,14449.0,14999.0,15421.0,15995.0,16084.0,16465.0,16819.0,17019.0,17489.0,18716.0,18451.0,18760.0,19238.0,19463.0
386,North West,E07000127,West Lancashire,10059.0,10051.0,10630.0,11436.0,11833.0,12122.0,12515.0,12999.0,13516.0,13932.0,14592.0,14974.0,15558.0,15609.0,16105.0,16552.0,16850.0,17388.0,18616.0,18526.0,18737.0,19602.0,20004.0
387,North West,E06000007,Warrington,10409.0,10603.0,11132.0,12110.0,12628.0,12871.0,13197.0,13974.0,14281.0,14771.0,15548.0,15608.0,15774.0,15975.0,16346.0,17183.0,17369.0,17976.0,19346.0,19148.0,19582.0,20590.0,20946.0
388,North West,E06000049,Cheshire East,12124.0,12316.0,12974.0,13507.0,13704.0,14601.0,15315.0,15798.0,16373.0,16853.0,17439.0,17774.0,18317.0,18368.0,18588.0,19254.0,20333.0,21053.0,22717.0,22707.0,23447.0,24845.0,25486.0
389,North West,E06000050,Cheshire West and Chester,11091.0,11210.0,11882.0,12379.0,12600.0,13357.0,14140.0,14821.0,15350.0,15733.0,16358.0,16835.0,17365.0,17417.0,17495.0,18287.0,18788.0,19281.0,20125.0,20247.0,20993.0,21864.0,22301.0
390,North West,E06000006,Halton,8902.0,9026.0,9531.0,10373.0,10819.0,11115.0,11491.0,11857.0,12347.0,12637.0,13308.0,13563.0,14059.0,14114.0,14298.0,14698.0,15109.0,15371.0,16129.0,16456.0,16921.0,17480.0,17907.0
391,North West,E08000011,Knowsley,7587.0,7739.0,8262.0,9001.0,9421.0,9678.0,10035.0,10475.0,10932.0,11311.0,11911.0,12252.0,12769.0,12957.0,13231.0,13683.0,14000.0,14236.0,14908.0,15158.0,15727.0,16365.0,16627.0
392,North West,E08000013,St. Helens,8376.0,8496.0,8980.0,9628.0,10088.0,10354.0,10643.0,11198.0,11734.0,12126.0,12861.0,13121.0,13507.0,13720.0,13864.0,14276.0,14598.0,14927.0,15619.0,15929.0,16309.0,16861.0,17325.0
393,North West,E08000012,Liverpool,8444.0,8494.0,9066.0,9547.0,9996.0,10225.0,10543.0,10912.0,11135.0,11665.0,12067.0,12065.0,12611.0,12818.0,13011.0,13419.0,13836.0,14261.0,14814.0,14730.0,14928.0,15373.0,15673.0
394,North West,E08000014,Sefton,11406.0,11648.0,11983.0,12005.0,11782.0,12269.0,12635.0,13049.0,13644.0,13893.0,14347.0,14681.0,15522.0,15748.0,15883.0,16531.0,17101.0,17163.0,18012.0,18158.0,18525.0,18969.0,19325.0
395,North West,E08000015,Wirral,10274.0,10531.0,11076.0,11780.0,12115.0,12665.0,13082.0,13314.0,13505.0,13728.0,14485.0,14856.0,15426.0,15604.0,15706.0,16277.0,16764.0,17141.0,17703.0,17777.0,17936.0,18699.0,19175.0
